Mesto,Časť_mesta,Ulica,Súp._č.,Orient._č.,Popis,Rok_dokonč.,Vyrad.,Adresa,PSČ,Obývateľná,Mestská_oblasť,Index_domu,Kult._pam.,Mest._pam._rezervácia,Názov_pamiatky,Číslo_v_ústred._zozn._kult._pam.,Dátum_účinnosti_adresy_od,Typ_pamiatky,ID_druhu_stavby_podľa_katastra_nehnuteľností
Prešov,Šalgovík,Astrová,15376 ,  30      ,rodinný dom,2020,Nie,Astrová 15376/30,08001,Áno,"Obvod VII. - časť sídl. Sekčov, stavby 5-7 a Šalgovík",7102470496,Nie,Nie,,,28.05.2021,,10
Prešov,Šalgovík,Astrová,15202 ,  32      ,rodinný dom,2020,Nie,Astrová 15202/32,08001,Áno,"Obvod VII. - časť sídl. Sekčov, stavby 5-7 a Šalgovík",7102150242,Nie,Nie,,,17.03.2020,,10
Prešov,Šalgovík,Astrová,15356 ,  33      ,rodinný dom,2021,Nie,Astrová 15356/33,08001,Áno,"Obvod VII. - časť sídl. Sekčov, stavby 5-7 a Šalgovík",7102436792,Nie,Nie,,,13.04.2021,,10
Prešov,Šalgovík,Astrová,14743 ,  36      ,rodinný dom,2017,Nie,Astrová 14743/36,08001,Áno,"Obvod VII. - časť sídl. Sekčov, stavby 5-7 a Šalgovík",7101484115,Nie,Nie,,,23.05.2017,,10
Prešov,Šalgovík,Astrová,15221 ,  37      ,rodinný dom,2020,Nie,Astrová 15221/37,08001,Áno,"Obvod VII. - časť sídl. Sekčov, stavby 5-7 a Šalgovík",7102185332,Nie,Nie,,,18.05.2020,,10
Prešov,Šalgovík,Astrová,14980 ,  38      ,rodinný dom,2018,Nie,Astrová 14980/38,08001,Áno,"Obvod VII. - časť sídl. Sekčov, stavby 5-7 a Šalgovík",7101857202,Nie,Nie,,,27.12.2018,,10
Prešov,Šalgovík,Astrová,14933 ,  39      ,rodinný dom,2018,Nie,Astrová 14933/39,08001,Áno,"Obvod VII. - časť sídl. Sekčov, stavby 5-7 a Šalgovík",7101798176,Nie,Nie,,,02.10.2018,,10
Prešov,Šalgovík,Astrová,14981 ,  40      ,rodinný dom,2018,Nie,Astrová 14981/40,08001,Áno,"Obvod VII. - časť sídl. Sekčov, stavby 5-7 a Šalgovík",7101857939,Nie,Nie,,,27.12.2018,,10
Prešov,Šalgovík,Astrová,15232 ,  41      ,rodinný dom,2020,Nie,Astrová 15232/41,08001,Áno,"Obvod VII. - časť sídl. Sekčov, stavby 5-7 a Šalgovík",7102212678,Nie,Nie,,,22.06.2020,,10
Prešov,Šalgovík,Astrová,14982 ,  42      ,rodinný dom,2018,Nie,Astrová 14982/42,08001,Áno,"Obvod VII. - časť sídl. Sekčov, stavby 5-7 a Šalgovík",710185728A,Nie,Nie,,,27.12.2018,,10
Prešov,Šalgovík,Astrová,15528 ,  46      ,rodinný dom,2021,Nie,Astrová 15528/46,08001,Áno,"Obvod VII. - časť sídl. Sekčov, stavby 5-7 a Šalgovík",7102621999,Nie,Nie,,,30.12.2021,,10
Prešov,Šalgovík,Astrová,15526 ,  48      ,rodinný dom,2021,Nie,Astrová 15526/48,08001,Áno,"Obvod VII. - časť sídl. Sekčov, stavby 5-7 a Šalgovík",710261892A,Nie,Nie,,,22.12.2021,,10
Prešov,Šalgovík,Astrová,15330 ,,garáž,2020,Nie,Astrová súp. č. 15330,08001,Nie,"Obvod VII. - časť sídl. Sekčov, stavby 5-7 a Šalgovík",7102370264,Nie,Nie,,,05.01.2021,,7
Prešov,Prešov,Átriová, 6559 ,   1      ,rodinný dom,1983,Nie,Átriová 6559/1,08001,Áno,Obvod II. - Sídlisko II.,35219360,Nie,Nie,,,,,10
Prešov,Prešov,Átriová,12948 ,   2      ,rodinný dom,1984,Nie,Átriová 12948/2,08001,Áno,Obvod II. - Sídlisko II.,35219338,Nie,Nie,,,,,10
Prešov,Prešov,Átriová,12961 ,   3      ,rodinný dom,1984,Nie,Átriová 12961/3,08001,Áno,Obvod II. - Sídlisko II.,35219371,Nie,Nie,,,,,10
Prešov,Prešov,Átriová,14621 ,   4      ,rodinný dom,1984,Nie,Átriová 14621/4,08001,Áno,Obvod II. - Sídlisko II.,35219382,Nie,Nie,,,,,10
Prešov,Prešov,Átriová,13735 ,   5      ,rodinný dom,1983,Nie,Átriová 13735/5,08001,Áno,Obvod II. - Sídlisko II.,35219393,Nie,Nie,,,,,10
Prešov,Prešov,Átriová,12879 ,   6      ,rodinný dom,2006,Nie,Átriová 12879/6,08001,Áno,Obvod II. - Sídlisko II.,35219404,Nie,Nie,,,,,10
Prešov,Prešov,Átriová, 6931 ,   7      ,rodinný dom,1989,Nie,Átriová 6931/7,08001,Áno,Obvod II. - Sídlisko II.,37343658,Nie,Nie,,,,,10
Prešov,Prešov,Átriová, 7020 ,   8      ,rodinný dom,1990,Nie,Átriová 7020/8,08001,Áno,Obvod II. - Sídlisko II.,37766740,Nie,Nie,,,,,10
Prešov,Prešov,Átriová, 7122 ,   9      ,rodinný dom,1992,Nie,Átriová 7122/9,08001,Áno,Obvod II. - Sídlisko II.,5407004570,Nie,Nie,,,,,10
Prešov,Prešov,Átriová,11313 ,  11      ,rodinný dom,1991,Nie,Átriová 11313/11,08001,Áno,Obvod II. - Sídlisko II.,6701041567,Nie,Nie,,,,,10
Prešov,Prešov,Átriová,12742 ,  12      ,rodinný dom,2005,Nie,Átriová 12742/12,08001,Áno,Obvod II. - Sídlisko II.,7000332977,Nie,Nie,,,,,10
Prešov,Prešov,Átriová, 7315 ,  13      ,rodinný dom,1995,Nie,Átriová 7315/13,08001,Áno,Obvod II. - Sídlisko II.,5407015350,Nie,Nie,,,,,10
Prešov,Prešov,Átriová,15326 ,  20      ,rodinný dom,2020,Nie,Átriová 15326/20,08001,Áno,Obvod II. - Sídlisko II.,7102363697,Nie,Nie,,,21.12.2020,,10
Prešov,Prešov,Aurela Stodolu,14265 ,   3      ,rodinný dom,2014,Nie,Aurela Stodolu 14265/3,08001,Áno,Obvod I.  - Sídlisko III.,7001876827,Nie,Nie,,,,,10
Prešov,Prešov,Aurela Stodolu,14291 ,   5      ,rodinný dom,2014,Nie,Aurela Stodolu 14291/5,08001,Áno,Obvod I.  - Sídlisko III.,7001920343,Nie,Nie,,,17.03.2014,,10
Prešov,Prešov,Aurela Stodolu,15554 ,   7      ,rodinný dom,2021,Nie,Aurela Stodolu 15554/7,08001,Áno,Obvod I.  - Sídlisko III.,7102665339,Nie,Nie,,,02.03.2022,,10
Prešov,Prešov,Aurela Stodolu,15299 ,   9      ,rodinný dom,2020,Nie,Aurela Stodolu 15299/9,08001,Áno,Obvod I.  - Sídlisko III.,7102325461,Nie,Nie,,,18.11.2020,,10
Prešov,Prešov,Aurela Stodolu,15311 ,  11      ,rodinný dom,2020,Nie,Aurela Stodolu 15311/11,08001,Áno,Obvod I.  - Sídlisko III.,710234260A,Nie,Nie,,,02.12.2020,,10
Prešov,Prešov,Aurela Stodolu,15215 ,  12      ,rodinný dom,2020,Nie,Aurela Stodolu 15215/12,08001,Áno,Obvod I.  - Sídlisko III.,710218090A,Nie,Nie,,,13.05.2020,,10
Prešov,Prešov,Aurela Stodolu,15293 ,  13      ,rodinný dom,2020,Nie,Aurela Stodolu 15293/13,08001,Áno,Obvod I.  - Sídlisko III.,7102316331,Nie,Nie,,,04.11.2020,,10
Prešov,Prešov,Aurela Stodolu,15214 ,  14      ,rodinný dom,2020,Nie,Aurela Stodolu 15214/14,08001,Áno,Obvod I.  - Sídlisko III.,7102175652,Nie,Nie,,,05.05.2020,,10
Prešov,Prešov,Aurela Stodolu,15208 ,  15      ,rodinný dom,2020,Nie,Aurela Stodolu 15208/15,08001,Áno,Obvod I.  - Sídlisko III.,7102165499,Nie,Nie,,,21.04.2020,,10
Prešov,Prešov,Aurela Stodolu,15213 ,  16      ,rodinný dom,2020,Nie,Aurela Stodolu 15213/16,08001,Áno,Obvod I.  - Sídlisko III.,7102175861,Nie,Nie,,,05.05.2020,,10
Prešov,Prešov,Aurela Stodolu,15348 ,  17      ,rodinný dom,2020,Nie,Aurela Stodolu 15348/17,08001,Áno,Obvod I.  - Sídlisko III.,7102418543,Nie,Nie,,,11.03.2021,,10
Prešov,Prešov,Aurela Stodolu,15375 ,  18      ,rodinný dom,2021,Nie,Aurela Stodolu 15375/18,08001,Áno,Obvod I.  - Sídlisko III.,7102463874,Nie,Nie,,,20.05.2021,,10
Prešov,Prešov,Aurela Stodolu,15341 ,  19      ,rodinný dom,2021,Nie,Aurela Stodolu 15341/19,08001,Áno,Obvod I.  - Sídlisko III.,7102402934,Nie,Nie,,,22.02.2021,,10
Prešov,Prešov,Aurela Stodolu,15226 ,  20      ,rodinný dom,2020,Nie,Aurela Stodolu 15226/20,08001,Áno,Obvod I.  - Sídlisko III.,7102199159,Nie,Nie,,,04.06.2020,,10
Prešov,Prešov,Aurela Stodolu,15414 ,  21      ,rodinný dom,2021,Nie,Aurela Stodolu 15414/21,08001,Áno,Obvod I.  - Sídlisko III.,710250155A,Nie,Nie,,,12.07.2021,,10
Prešov,Prešov,Aurela Stodolu,15209 ,  22      ,rodinný dom,2020,Nie,Aurela Stodolu 15209/22,08001,Áno,Obvod I.  - Sídlisko III.,7102170042,Nie,Nie,,,22.04.2020,,10
Prešov,Prešov,Aurela Stodolu,15229 ,  23      ,rodinný dom,2020,Nie,Aurela Stodolu 15229/23,08001,Áno,Obvod I.  - Sídlisko III.,7102202272,Nie,Nie,,,09.06.2020,,10
Prešov,Prešov,Aurela Stodolu,15204 ,  24      ,rodinný dom,2020,Nie,Aurela Stodolu 15204/24,08001,Áno,Obvod I.  - Sídlisko III.,7102161363,Nie,Nie,,,09.04.2020,,10
Prešov,Prešov,Aurela Stodolu,15205 ,  27      ,rodinný dom,2020,Nie,Aurela Stodolu 15205/27,08001,Áno,Obvod I.  - Sídlisko III.,7102161396,Nie,Nie,,,09.04.2020,,10
Prešov,Prešov,Aurela Stodolu,15216 ,  32      ,rodinný dom,2020,Nie,Aurela Stodolu 15216/32,08001,Áno,Obvod I.  - Sídlisko III.,710218134A,Nie,Nie,,,14.05.2020,,10
Prešov,Prešov,Aurela Stodolu,15219 ,  34      ,rodinný dom,2020,Nie,Aurela Stodolu 15219/34,08001,Áno,Obvod I.  - Sídlisko III.,7102183770,Nie,Nie,,,15.05.2020,,10
Prešov,Prešov,Aurela Stodolu,15220 ,  36      ,rodinný dom,2020,Nie,Aurela Stodolu 15220/36,08001,Áno,Obvod I.  - Sídlisko III.,7102203449,Nie,Nie,,,15.05.2020,,10
Prešov,Prešov,Aurela Stodolu,15230 ,  38      ,rodinný dom,2020,Nie,Aurela Stodolu 15230/38,08001,Áno,Obvod I.  - Sídlisko III.,7102202536,Nie,Nie,,,09.06.2020,,10
Prešov,Prešov,Bachingerovka,12681 ,   2      ,rodinný dom,2005,Nie,Bachingerovka 12681/2,08001,Áno,Obvod II. - Sídlisko II.,7000301385,Nie,Nie,,,,,10
Prešov,Prešov,Bajkalská, 4859 ,   1      ,bytový dom,1975,Nie,Bajkalská 4859/1,08001,Áno,Obvod I.  - Sídlisko III.,25566816,Nie,Nie,,,,,9
Prešov,Prešov,Bajkalská, 4867 ,   2      ,bytový dom,1976,Nie,Bajkalská 4867/2,08001,Áno,Obvod I.  - Sídlisko III.,25568081,Nie,Nie,,,,,9
Prešov,Prešov,Bajkalská, 4859 ,   3      ,bytový dom,1975,Nie,Bajkalská 4859/3,08001,Áno,Obvod I.  - Sídlisko III.,25566827,Nie,Nie,,,,,9
Prešov,Prešov,Bajkalská, 4867 ,   4      ,bytový dom,1976,Nie,Bajkalská 4867/4,08001,Áno,Obvod I.  - Sídlisko III.,25568092,Nie,Nie,,,,,9
Prešov,Prešov,Bajkalská, 4860 ,   5      ,bytový dom,1974,Nie,Bajkalská 4860/5,08001,Áno,Obvod I.  - Sídlisko III.,25566838,Nie,Nie,,,,,9
Prešov,Prešov,Bajkalská, 4867 ,   6      ,bytový dom,1976,Nie,Bajkalská 4867/6,08001,Áno,Obvod I.  - Sídlisko III.,25568103,Nie,Nie,,,,,9
Prešov,Prešov,Bajkalská, 4860 ,   7      ,bytový dom,1974,Nie,Bajkalská 4860/7,08001,Áno,Obvod I.  - Sídlisko III.,25566849,Nie,Nie,,,,,9
Prešov,Prešov,Bajkalská, 4868 ,   8      ,bytový dom,1975,Nie,Bajkalská 4868/8,08001,Áno,Obvod I.  - Sídlisko III.,25568114,Nie,Nie,,,,,9
Prešov,Prešov,Bajkalská, 4860 ,   9      ,bytový dom,1974,Nie,Bajkalská 4860/9,08001,Áno,Obvod I.  - Sídlisko III.,2556685A,Nie,Nie,,,,,9
Prešov,Prešov,Bajkalská, 4868 ,  10      ,bytový dom,1975,Nie,Bajkalská 4868/10,08001,Áno,Obvod I.  - Sídlisko III.,25568125,Nie,Nie,,,,,9
Prešov,Prešov,Bajkalská, 4860 ,  11      ,bytový dom,1974,Nie,Bajkalská 4860/11,08001,Áno,Obvod I.  - Sídlisko III.,25566860,Nie,Nie,,,,,9
Prešov,Prešov,Bajkalská, 4868 ,  12      ,bytový dom,1975,Nie,Bajkalská 4868/12,08001,Áno,Obvod I.  - Sídlisko III.,25568136,Nie,Nie,,,,,9
Prešov,Prešov,Bajkalská,13330 ,  12A     ,bytový dom,2008,Nie,Bajkalská 13330/12A,08001,Áno,Obvod I.  - Sídlisko III.,7000853783,Nie,Nie,,,,,9
Prešov,Prešov,Bajkalská,13330 ,  12B     ,bytový dom,2008,Nie,Bajkalská 13330/12B,08001,Áno,Obvod I.  - Sídlisko III.,7000853816,Nie,Nie,,,,,9
Prešov,Prešov,Bajkalská, 4861 ,  13      ,bytový dom,1974,Nie,Bajkalská 4861/13,08001,Áno,Obvod I.  - Sídlisko III.,25566882,Nie,Nie,,,,,9
Prešov,Prešov,Bajkalská, 4869 ,  14      ,bytový dom,1977,Nie,Bajkalská 4869/14,08001,Áno,Obvod I.  - Sídlisko III.,25568158,Nie,Nie,,,,,9
Prešov,Prešov,Bajkalská, 4861 ,  15      ,bytový dom,1974,Nie,Bajkalská 4861/15,08001,Áno,Obvod I.  - Sídlisko III.,25566893,Nie,Nie,,,,,9
Prešov,Prešov,Bajkalská, 4869 ,  16      ,bytový dom,1977,Nie,Bajkalská 4869/16,08001,Áno,Obvod I.  - Sídlisko III.,25568169,Nie,Nie,,,,,9
Prešov,Prešov,Bajkalská, 4862 ,  17      ,bytový dom,1974,Nie,Bajkalská 4862/17,08001,Áno,Obvod I.  - Sídlisko III.,25566904,Nie,Nie,,,,,9
Prešov,Prešov,Bajkalská, 4869 ,  18      ,bytový dom,1977,Nie,Bajkalská 4869/18,08001,Áno,Obvod I.  - Sídlisko III.,2556817A,Nie,Nie,,,,,9
Prešov,Prešov,Bajkalská, 4862 ,  19      ,bytový dom,1974,Nie,Bajkalská 4862/19,08001,Áno,Obvod I.  - Sídlisko III.,25566915,Nie,Nie,,,,,9
Prešov,Prešov,Bajkalská, 4869 ,  20      ,bytový dom,1977,Nie,Bajkalská 4869/20,08001,Áno,Obvod I.  - Sídlisko III.,25568180,Nie,Nie,,,,,9
Prešov,Prešov,Bajkalská, 4863 ,  21      ,bytový dom,1974,Nie,Bajkalská 4863/21,08001,Áno,Obvod I.  - Sídlisko III.,25566926,Nie,Nie,,,,,9
Prešov,Prešov,Bajkalská, 4870 ,  22      ,bytový dom,1976,Nie,Bajkalská 4870/22,08001,Áno,Obvod I.  - Sídlisko III.,25568191,Nie,Nie,,,,,9
Prešov,Prešov,Bajkalská, 4863 ,  23      ,bytový dom,1974,Nie,Bajkalská 4863/23,08001,Áno,Obvod I.  - Sídlisko III.,25566937,Nie,Nie,,,,,9
Prešov,Prešov,Bajkalská, 4870 ,  24      ,bytový dom,1976,Nie,Bajkalská 4870/24,08001,Áno,Obvod I.  - Sídlisko III.,25568202,Nie,Nie,,,,,9
Prešov,Prešov,Bajkalská, 4864 ,  25      ,bytový dom,1974,Nie,Bajkalská 4864/25,08001,Áno,Obvod I.  - Sídlisko III.,25568048,Nie,Nie,,,,,9
Prešov,Prešov,Bajkalská, 4870 ,  26      ,bytový dom,1976,Nie,Bajkalská 4870/26,08001,Áno,Obvod I.  - Sídlisko III.,25568213,Nie,Nie,,,,,9
Prešov,Prešov,Bajkalská, 4864 ,  27      ,bytový dom,1974,Nie,Bajkalská 4864/27,08001,Áno,Obvod I.  - Sídlisko III.,25568059,Nie,Nie,,,,,9
Prešov,Prešov,Bajkalská, 4871 ,  28      ,administratívna budova,1952,Nie,Bajkalská 4871/28,08001,Nie,Obvod I.  - Sídlisko III.,25568224,Nie,Nie,,,,,15
Prešov,Prešov,Bajkalská, 4865 ,  29      ,Základná škola Bajkalská,1979,Nie,Bajkalská 4865/29,08001,Áno,Obvod I.  - Sídlisko III.,2556806A,Nie,Nie,,,,,
Prešov,Prešov,Bajkalská, 6520 ,  30      ,"prevádzková budova, Bytové družstvo",1991,Nie,Bajkalská 6520/30,08001,Nie,Obvod I.  - Sídlisko III.,3458927A,Nie,Nie,,,,,14
Prešov,Prešov,Bajkalská, 4866 ,  31      ,Materská škola Bajkalská,1978,Nie,Bajkalská 4866/31,08001,Nie,Obvod I.  - Sídlisko III.,25568070,Nie,Nie,,,,,
Prešov,Prešov,Bajkalská, 7085 ,  32      ,predajňa,,Nie,Bajkalská 7085/32,08001,Nie,Obvod I.  - Sídlisko III.,5407002557,Nie,Nie,,,,,14
Prešov,Prešov,Bajkalská, 6456 ,  33      ,prevádzková budova,1948,Nie,Bajkalská 6456/33,08001,Nie,Obvod I.  - Sídlisko III.,3458817A,Nie,Nie,,,,,20
Prešov,Prešov,Bajkalská,15366 ,  46      ,bytový dom  (polyfunkčný) dom 2,2021,Nie,Bajkalská 15366/46,08001,Nie,Obvod I.  - Sídlisko III.,7102448265,Nie,Nie,,,,,9
Prešov,Prešov,Bajkalská,15366 ,  48      ,bytový dom  (polyfunkčný) dom 2,2021,Nie,Bajkalská 15366/48,08001,Nie,Obvod I.  - Sídlisko III.,7102448298,Nie,Nie,,,,,9
Prešov,Prešov,Bajkalská,15365 ,  50      ,"bytový (polyfunkčný) dom 1A, 1B",2021,Nie,Bajkalská 15365/50,08001,Áno,Obvod I.  - Sídlisko III.,7102448133,Nie,Nie,,,29.04.2021,,9
Prešov,Prešov,Bajkalská,15365 ,  52      ,"bytový (polyfunkčný) dom 1A, 1B",2021,Nie,Bajkalská 15365/52,08001,Áno,Obvod I.  - Sídlisko III.,7102448221,Nie,Nie,,,29.04.2021,,9
Prešov,Prešov,Bajkalská,15365 ,  54      ,"bytový (polyfunkčný) dom 1A, 1B",2021,Nie,Bajkalská 15365/54,08001,Áno,Obvod I.  - Sídlisko III.,7102448254,Nie,Nie,,,29.04.2021,,9
Prešov,Prešov,Bajkalská, 1858 ,,garáž,,Nie,Bajkalská súp. č. 1858,08001,Nie,Obvod I.  - Sídlisko III.,36242151,Nie,Nie,,,,,7
Prešov,Prešov,Bajkalská, 1903 ,,garáž,1977,Nie,Bajkalská súp. č. 1903,08001,Nie,Obvod I.  - Sídlisko III.,36556487,Nie,Nie,,,,,7
Prešov,Prešov,Bajkalská, 7284 ,,garáž,1979,Nie,Bajkalská súp. č. 7284,08001,Nie,Obvod I.  - Sídlisko III.,25537193,Nie,Nie,,,,,7
Prešov,Prešov,Bajkalská, 7505 ,,garáž,1979,Nie,Bajkalská súp. č. 7505,08001,Nie,Obvod I.  - Sídlisko III.,2553803A,Nie,Nie,,,,,7
Prešov,Prešov,Bajkalská, 7548 ,,garáž,1979,Nie,Bajkalská súp. č. 7548,08001,Nie,Obvod I.  - Sídlisko III.,5407026548,Nie,Nie,,,,,7
Prešov,Prešov,Bajkalská, 7571 ,,kotolňa,,Nie,Bajkalská súp. č. 7571,08001,Nie,Obvod I.  - Sídlisko III.,5407026658,Nie,Nie,,,,,18
Prešov,Prešov,Bajkalská, 7586 ,,garáž,1979,Nie,Bajkalská súp. č. 7586,08001,Nie,Obvod I.  - Sídlisko III.,2553825A,Nie,Nie,,,,,7
Prešov,Prešov,Bajkalská, 7654 ,,kotolňa,,Nie,Bajkalská súp. č. 7654,08001,Nie,Obvod I.  - Sídlisko III.,5407027637,Nie,Nie,,,,,18
Prešov,Prešov,Bajkalská, 7686 ,,garáž,1996,Nie,Bajkalská súp. č. 7686,08001,Nie,Obvod I.  - Sídlisko III.,25538073,Nie,Nie,,,,,7
Prešov,Prešov,Bajkalská, 7763 ,,garáž,1996,Nie,Bajkalská súp. č. 7763,08001,Nie,Obvod I.  - Sídlisko III.,25537226,Nie,Nie,,,,,7
Prešov,Prešov,Bajkalská, 8225 ,,garáž,1997,Nie,Bajkalská súp. č. 8225,08001,Nie,Obvod I.  - Sídlisko III.,25536775,Nie,Nie,,,,,7
Prešov,Prešov,Bajkalská, 8366 ,,garáž,1998,Nie,Bajkalská súp. č. 8366,08001,Nie,Obvod I.  - Sídlisko III.,25536577,Nie,Nie,,,,,7
Prešov,Prešov,Bajkalská, 8417 ,,garáž,1996,Nie,Bajkalská súp. č. 8417,08001,Nie,Obvod I.  - Sídlisko III.,25536698,Nie,Nie,,,,,7
Prešov,Prešov,Bajkalská, 8446 ,,garáž,1982,Nie,Bajkalská súp. č. 8446,08001,Nie,Obvod I.  - Sídlisko III.,25536654,Nie,Nie,,,,,7
Prešov,Prešov,Bajkalská, 8725 ,,garáž,1998,Nie,Bajkalská súp. č. 8725,08001,Nie,Obvod I.  - Sídlisko III.,6701027916,Nie,Nie,,,,,7
Prešov,Prešov,Bajkalská, 8727 ,,garáž,1998,Nie,Bajkalská súp. č. 8727,08001,Nie,Obvod I.  - Sídlisko III.,6701027938,Nie,Nie,,,,,7
Prešov,Prešov,Bajkalská, 8733 ,,garáž,1998,Nie,Bajkalská súp. č. 8733,08001,Nie,Obvod I.  - Sídlisko III.,6701027993,Nie,Nie,,,,,7
Prešov,Prešov,Bajkalská, 8736 ,,garáž,1997,Nie,Bajkalská súp. č. 8736,08001,Nie,Obvod I.  - Sídlisko III.,6701028026,Nie,Nie,,,,,7
Prešov,Prešov,Bajkalská, 8737 ,,garáž,,Nie,Bajkalská súp. č. 8737,08001,Nie,Obvod I.  - Sídlisko III.,6701028037,Nie,Nie,,,,,7
Prešov,Prešov,Bajkalská, 8738 ,,garáž,1998,Nie,Bajkalská súp. č. 8738,08001,Nie,Obvod I.  - Sídlisko III.,6701028048,Nie,Nie,,,,,7
Prešov,Prešov,Bajkalská, 8742 ,,garáž,1998,Nie,Bajkalská súp. č. 8742,08001,Nie,Obvod I.  - Sídlisko III.,6701028081,Nie,Nie,,,,,7
Prešov,Prešov,Bajkalská, 8744 ,,garáž,1998,Nie,Bajkalská súp. č. 8744,08001,Nie,Obvod I.  - Sídlisko III.,6701028103,Nie,Nie,,,,,7
Prešov,Prešov,Bajkalská, 8746 ,,garáž,1998,Nie,Bajkalská súp. č. 8746,08001,Nie,Obvod I.  - Sídlisko III.,6701028125,Nie,Nie,,,,,7
Prešov,Prešov,Bajkalská, 8748 ,,garáž,1998,Nie,Bajkalská súp. č. 8748,08001,Nie,Obvod I.  - Sídlisko III.,6701028147,Nie,Nie,,,,,7
Prešov,Prešov,Bajkalská, 8749 ,,garáž,1998,Nie,Bajkalská súp. č. 8749,08001,Nie,Obvod I.  - Sídlisko III.,6701028158,Nie,Nie,,,,,7
Prešov,Prešov,Bajkalská, 8752 ,,garáž,1998,Nie,Bajkalská súp. č. 8752,08001,Nie,Obvod I.  - Sídlisko III.,6701028180,Nie,Nie,,,,,7
Prešov,Prešov,Bajkalská, 8755 ,,garáž,1998,Nie,Bajkalská súp. č. 8755,08001,Nie,Obvod I.  - Sídlisko III.,6701028213,Nie,Nie,,,,,7
Prešov,Prešov,Bajkalská, 8756 ,,garáž,,Nie,Bajkalská súp. č. 8756,08001,Nie,Obvod I.  - Sídlisko III.,6701028224,Nie,Nie,,,,,7
Prešov,Prešov,Bajkalská, 8758 ,,garáž,1998,Nie,Bajkalská súp. č. 8758,08001,Nie,Obvod I.  - Sídlisko III.,6701028246,Nie,Nie,,,,,7
Prešov,Prešov,Bajkalská, 8762 ,,garáž,,Nie,Bajkalská súp. č. 8762,08001,Nie,Obvod I.  - Sídlisko III.,670102828A,Nie,Nie,,,,,7
Prešov,Prešov,Bajkalská, 8764 ,,garáž,,Nie,Bajkalská súp. č. 8764,08001,Nie,Obvod I.  - Sídlisko III.,6701028301,Nie,Nie,,,,,7
Prešov,Prešov,Bajkalská, 8765 ,,garáž,1998,Nie,Bajkalská súp. č. 8765,08001,Nie,Obvod I.  - Sídlisko III.,6701028312,Nie,Nie,,,,,7
Prešov,Prešov,Bajkalská, 8766 ,,garáž,,Nie,Bajkalská súp. č. 8766,08001,Nie,Obvod I.  - Sídlisko III.,6701028323,Nie,Nie,,,,,7
Prešov,Prešov,Bajkalská, 8768 ,,garáž,2005,Nie,Bajkalská súp. č. 8768,08001,Nie,Obvod I.  - Sídlisko III.,6701028345,Nie,Nie,,,,,7
Prešov,Prešov,Bajkalská, 8807 ,,garáž,1999,Nie,Bajkalská súp. č. 8807,08001,Nie,Obvod I.  - Sídlisko III.,6701029676,Nie,Nie,,,,,7
Prešov,Prešov,Bajkalská, 8808 ,,garáž,1999,Nie,Bajkalská súp. č. 8808,08001,Nie,Obvod I.  - Sídlisko III.,6701029687,Nie,Nie,,,,,7
Prešov,Prešov,Bajkalská, 8809 ,,garáž,2011,Nie,Bajkalská súp. č. 8809,08001,Nie,Obvod I.  - Sídlisko III.,6701029698,Nie,Nie,,,06.06.2011,,7
Prešov,Prešov,Bajkalská, 8810 ,,garáž,2001,Nie,Bajkalská súp. č. 8810,08001,Nie,Obvod I.  - Sídlisko III.,6701029709,Nie,Nie,,,,,7
Prešov,Prešov,Bajkalská, 8811 ,,garáž,1999,Nie,Bajkalská súp. č. 8811,08001,Nie,Obvod I.  - Sídlisko III.,670102971A,Nie,Nie,,,,,7
Prešov,Prešov,Bajkalská, 8812 ,,garáž,1999,Nie,Bajkalská súp. č. 8812,08001,Nie,Obvod I.  - Sídlisko III.,6701029720,Nie,Nie,,,,,7
Prešov,Prešov,Bajkalská, 8819 ,,garáž,1999,Nie,Bajkalská súp. č. 8819,08001,Nie,Obvod I.  - Sídlisko III.,6701031183,Nie,Nie,,,,,7
Prešov,Prešov,Bajkalská, 8820 ,,garáž,1999,Nie,Bajkalská súp. č. 8820,08001,Nie,Obvod I.  - Sídlisko III.,6701031194,Nie,Nie,,,,,7
Prešov,Prešov,Bajkalská, 8894 ,,transformačná stanica,,Nie,Bajkalská súp. č. 8894,08001,Nie,Obvod I.  - Sídlisko III.,6701031964,Nie,Nie,,,,,18
Prešov,Prešov,Bajkalská, 9669 ,,garáž,1980,Nie,Bajkalská súp. č. 9669,08001,Nie,Obvod I.  - Sídlisko III.,25536522,Nie,Nie,,,,,7
Prešov,Prešov,Bajkalská, 9670 ,,garáž,1980,Nie,Bajkalská súp. č. 9670,08001,Nie,Obvod I.  - Sídlisko III.,25536533,Nie,Nie,,,,,7
Prešov,Prešov,Bajkalská, 9671 ,,garáž,1980,Nie,Bajkalská súp. č. 9671,08001,Nie,Obvod I.  - Sídlisko III.,25536544,Nie,Nie,,,,,7
Prešov,Prešov,Bajkalská, 9672 ,,garáž,1979,Nie,Bajkalská súp. č. 9672,08001,Nie,Obvod I.  - Sídlisko III.,25536555,Nie,Nie,,,,,7
Prešov,Prešov,Bajkalská, 9673 ,,garáž,1999,Nie,Bajkalská súp. č. 9673,08001,Nie,Obvod I.  - Sídlisko III.,25536566,Nie,Nie,,,,,7
Prešov,Prešov,Bajkalská, 9674 ,,garáž,1995,Nie,Bajkalská súp. č. 9674,08001,Nie,Obvod I.  - Sídlisko III.,25536588,Nie,Nie,,,,,7
